seq_id	pfam_acc	pfam_name	evalue
GCA_001303445.1|Pseudomonadota|SG8-39|SG8-39_sp001303445|GCA_001303445.1_316	PF06850.18	PHB_depo_C	2.6e-02
GCA_001303445.1|Pseudomonadota|SG8-39|SG8-39_sp001303445|GCA_001303445.1_316	PF06850.18	PHB_depo_C	4.9e-09
GCA_001423495.1|Pseudomonadota|Xanthomonas|Xanthomonas_sp001423495|GCA_001423495.1_976	PF06850.18	PHB_depo_C	3.8e-05
GCA_001423495.1|Pseudomonadota|Xanthomonas|Xanthomonas_sp001423495|GCA_001423495.1_976	PF06850.18	PHB_depo_C	3.3e-05
GCA_001423495.1|Pseudomonadota|Xanthomonas|Xanthomonas_sp001423495|GCA_001423495.1_976	PF06850.18	PHB_depo_C	1.6e-07
GCA_001443045.1|Pseudomonadota|Burkholderia|Burkholderia_ambifaria_A|GCA_001443045.1_5640	PF06850.18	PHB_depo_C	1.2e-20
GCA_001464055.1|Pseudomonadota|Rubrivivax|Rubrivivax_sp001464055|GCA_001464055.1_5758	PF06850.18	PHB_depo_C	7.5e-05
GCA_001464055.1|Pseudomonadota|Rubrivivax|Rubrivivax_sp001464055|GCA_001464055.1_5758	PF06850.18	PHB_depo_C	5.8e-07
GCA_001464215.1|Pseudomonadota|Ga0077548|Ga0077548_sp001464215|GCA_001464215.1_2332	PF06850.18	PHB_depo_C	1.1e-21
GCA_001464355.1|Pseudomonadota|Oxalicibacterium|Oxalicibacterium_sp001464355|GCA_001464355.1_1170	PF06850.18	PHB_depo_C	1.8e-05
GCA_001464355.1|Pseudomonadota|Oxalicibacterium|Oxalicibacterium_sp001464355|GCA_001464355.1_1170	PF06850.18	PHB_depo_C	3.2e-07
GCA_001464695.1|Pseudomonadota|Ga0077523|Ga0077523_sp001464695|GCA_001464695.1_5100	PF06850.18	PHB_depo_C	7.6e-09
GCA_001464695.1|Pseudomonadota|Ga0077523|Ga0077523_sp001464695|GCA_001464695.1_5100	PF06850.18	PHB_depo_C	6.2e-08
GCA_001464695.1|Pseudomonadota|Ga0077523|Ga0077523_sp001464695|GCA_001464695.1_5101	PF06850.18	PHB_depo_C	3.5e-06
GCA_001464755.1|Pseudomonadota|Ga0077555|Ga0077555_sp001464755|GCA_001464755.1_866	PF06850.18	PHB_depo_C	9.9e-23
GCA_001464765.1|Pseudomonadota|Ga0077523|Ga0077523_sp001464765|GCA_001464765.1_4454	PF06850.18	PHB_depo_C	1.2e-03
GCA_001464765.1|Pseudomonadota|Ga0077523|Ga0077523_sp001464765|GCA_001464765.1_4454	PF06850.18	PHB_depo_C	5.4e-08
GCA_001464865.1|Pseudomonadota|Acidovorax|Acidovorax_sp001464865|GCA_001464865.1_3290	PF06850.18	PHB_depo_C	2.5e-06
GCA_001464865.1|Pseudomonadota|Acidovorax|Acidovorax_sp001464865|GCA_001464865.1_3290	PF06850.18	PHB_depo_C	2.9e-06
GCA_001464955.1|Pseudomonadota|Ga0077555|Ga0077555_sp001464955|GCA_001464955.1_5382	PF06850.18	PHB_depo_C	9.1e-22
GCA_001516125.1|Pseudomonadota|Erythrobacter|Erythrobacter_sp001516125|GCA_001516125.1_757	PF06850.18	PHB_depo_C	5.5e-08
GCA_001516125.1|Pseudomonadota|Erythrobacter|Erythrobacter_sp001516125|GCA_001516125.1_757	PF06850.18	PHB_depo_C	2.2e-07
GCA_001527685.1|Pseudomonadota|Burkholderia|Burkholderia_pyrrocinia_D|GCA_001527685.1_1379	PF06850.18	PHB_depo_C	2.2e-03
GCA_001527685.1|Pseudomonadota|Burkholderia|Burkholderia_pyrrocinia_D|GCA_001527685.1_1379	PF06850.18	PHB_depo_C	2.4e-01
GCA_001544595.2|Pseudomonadota|Caballeronia|Caballeronia_peredens|GCA_001544595.2_3701	PF06850.18	PHB_depo_C	1.4e-05
GCA_001544595.2|Pseudomonadota|Caballeronia|Caballeronia_peredens|GCA_001544595.2_3701	PF06850.18	PHB_depo_C	4.6e-08
GCA_001544595.2|Pseudomonadota|Caballeronia|Caballeronia_peredens|GCA_001544595.2_3702	PF06850.18	PHB_depo_C	6.4e-09
GCA_001544655.2|Pseudomonadota|Caballeronia|Caballeronia_turbans|GCA_001544655.2_1794	PF06850.18	PHB_depo_C	1.4e-01
GCA_001544655.2|Pseudomonadota|Caballeronia|Caballeronia_turbans|GCA_001544655.2_1794	PF06850.18	PHB_depo_C	2.7e-04
GCA_001544655.2|Pseudomonadota|Caballeronia|Caballeronia_turbans|GCA_001544655.2_7906	PF06850.18	PHB_depo_C	2.6e-09
GCA_001544655.2|Pseudomonadota|Caballeronia|Caballeronia_turbans|GCA_001544655.2_7907	PF06850.18	PHB_depo_C	4.6e-17
GCA_001580565.1|Pseudomonadota|Caballeronia|Caballeronia_megalochromosomata|GCA_001580565.1_2959	PF06850.18	PHB_depo_C	2.4e-06
GCA_001580565.1|Pseudomonadota|Caballeronia|Caballeronia_megalochromosomata|GCA_001580565.1_4975	PF06850.18	PHB_depo_C	1.2e-29
GCA_001657395.1|Pseudomonadota|Pelagibius|Pelagibius_sp001657395|GCA_001657395.1_7573	PF06850.18	PHB_depo_C	1.3e-17
GCA_001683895.1|Pseudomonadota|Luteimonas|Luteimonas_sp001683895|GCA_001683895.1_1655	PF06850.18	PHB_depo_C	3.5e-03
GCA_001683895.1|Pseudomonadota|Luteimonas|Luteimonas_sp001683895|GCA_001683895.1_1655	PF06850.18	PHB_depo_C	1.0e-03
GCA_001683895.1|Pseudomonadota|Luteimonas|Luteimonas_sp001683895|GCA_001683895.1_1655	PF06850.18	PHB_depo_C	1.8e-02
GCA_001725945.1|Pseudomonadota|Cupriavidus|Cupriavidus_sp001725945|GCA_001725945.1_5934	PF06850.18	PHB_depo_C	6.5e-11
GCA_001725945.1|Pseudomonadota|Cupriavidus|Cupriavidus_sp001725945|GCA_001725945.1_6115	PF06850.18	PHB_depo_C	3.9e-10
GCA_001725945.1|Pseudomonadota|Cupriavidus|Cupriavidus_sp001725945|GCA_001725945.1_6115	PF06850.18	PHB_depo_C	4.0e-04
GCA_001770705.1|Pseudomonadota|Hydrogenophaga|Hydrogenophaga_sp001770705|GCA_001770705.1_2759	PF06850.18	PHB_depo_C	1.1e-06
GCA_001770705.1|Pseudomonadota|Hydrogenophaga|Hydrogenophaga_sp001770705|GCA_001770705.1_2759	PF06850.18	PHB_depo_C	2.7e-04
GCA_001770725.1|Pseudomonadota|Aquabacterium|Aquabacterium_sp001770725|GCA_001770725.1_4945	PF06850.18	PHB_depo_C	2.4e+00
GCA_001770725.1|Pseudomonadota|Aquabacterium|Aquabacterium_sp001770725|GCA_001770725.1_4945	PF06850.18	PHB_depo_C	8.6e-08
GCA_001770725.1|Pseudomonadota|Aquabacterium|Aquabacterium_sp001770725|GCA_001770725.1_4945	PF06850.18	PHB_depo_C	4.7e-07
GCA_001770725.1|Pseudomonadota|Aquabacterium|Aquabacterium_sp001770725|GCA_001770725.1_5596	PF06850.18	PHB_depo_C	2.8e-07
GCA_001770725.1|Pseudomonadota|Aquabacterium|Aquabacterium_sp001770725|GCA_001770725.1_5596	PF06850.18	PHB_depo_C	2.7e-09
GCA_001795455.1|Pseudomonadota|Allorhodoferax|Allorhodoferax_sp001795455|GCA_001795455.1_2322	PF06850.18	PHB_depo_C	3.1e-03
GCA_001795455.1|Pseudomonadota|Allorhodoferax|Allorhodoferax_sp001795455|GCA_001795455.1_2322	PF06850.18	PHB_depo_C	6.7e-09
GCA_001795455.1|Pseudomonadota|Allorhodoferax|Allorhodoferax_sp001795455|GCA_001795455.1_2794	PF06850.18	PHB_depo_C	1.9e-01
GCA_001795455.1|Pseudomonadota|Allorhodoferax|Allorhodoferax_sp001795455|GCA_001795455.1_2794	PF06850.18	PHB_depo_C	6.6e-03
GCA_001795455.1|Pseudomonadota|Allorhodoferax|Allorhodoferax_sp001795455|GCA_001795455.1_2794	PF06850.18	PHB_depo_C	1.0e-08
GCA_001898645.1|Pseudomonadota|Zeimonas|Zeimonas_sp001898645|GCA_001898645.1_2874	PF06850.18	PHB_depo_C	3.0e-02
GCA_001898645.1|Pseudomonadota|Zeimonas|Zeimonas_sp001898645|GCA_001898645.1_2874	PF06850.18	PHB_depo_C	1.3e-02
GCA_001898645.1|Pseudomonadota|Zeimonas|Zeimonas_sp001898645|GCA_001898645.1_2874	PF06850.18	PHB_depo_C	3.7e-07
GCA_001898965.1|Pseudomonadota|Terripilifer|Terripilifer_sp001898965|GCA_001898965.1_6792	PF06850.18	PHB_depo_C	1.3e-19
GCA_002083435.1|Pseudomonadota|Sphingomonas|Sphingomonas_sp002083435|GCA_002083435.1_2802	PF06850.18	PHB_depo_C	5.1e-08
GCA_002149965.1|Pseudomonadota|Novosphingobium|Novosphingobium_panipatense_A|GCA_002149965.1_5077	PF06850.18	PHB_depo_C	1.6e-08
GCA_002149965.1|Pseudomonadota|Novosphingobium|Novosphingobium_panipatense_A|GCA_002149965.1_5077	PF06850.18	PHB_depo_C	3.1e-05
GCA_002163135.1|Pseudomonadota|Sneathiella|Sneathiella_sp002163135|GCA_002163135.1_1856	PF06850.18	PHB_depo_C	5.4e-08
GCA_002163135.1|Pseudomonadota|Sneathiella|Sneathiella_sp002163135|GCA_002163135.1_1856	PF06850.18	PHB_depo_C	2.1e-08
GCA_002167745.1|Pseudomonadota|Eutrophovita|Eutrophovita_sp002167745|GCA_002167745.1_1022	PF06850.18	PHB_depo_C	7.0e-02
GCA_002167745.1|Pseudomonadota|Eutrophovita|Eutrophovita_sp002167745|GCA_002167745.1_1022	PF06850.18	PHB_depo_C	1.3e-07
GCA_002168225.1|Pseudomonadota|TMED2|TMED2_sp002168225|GCA_002168225.1_4252	PF06850.18	PHB_depo_C	1.2e-11
GCA_002168225.1|Pseudomonadota|TMED2|TMED2_sp002168225|GCA_002168225.1_4252	PF06850.18	PHB_depo_C	7.8e-09
GCA_002205125.1|Pseudomonadota|Roseateles|Roseateles_noduli|GCA_002205125.1_7355	PF06850.18	PHB_depo_C	6.7e-05
GCA_002205125.1|Pseudomonadota|Roseateles|Roseateles_noduli|GCA_002205125.1_7355	PF06850.18	PHB_depo_C	5.5e+00
GCA_002205125.1|Pseudomonadota|Roseateles|Roseateles_noduli|GCA_002205125.1_7355	PF06850.18	PHB_depo_C	1.1e+00
GCA_002255905.1|Pseudomonadota|PBB1|PBB1_sp002255905|GCA_002255905.1_277	PF06850.18	PHB_depo_C	1.2e-17
GCA_002255905.1|Pseudomonadota|PBB1|PBB1_sp002255905|GCA_002255905.1_4163	PF06850.18	PHB_depo_C	3.2e-02
GCA_002255905.1|Pseudomonadota|PBB1|PBB1_sp002255905|GCA_002255905.1_4163	PF06850.18	PHB_depo_C	1.0e-01
GCA_002255905.1|Pseudomonadota|PBB1|PBB1_sp002255905|GCA_002255905.1_4163	PF06850.18	PHB_depo_C	2.5e-02
GCA_002255955.1|Pseudomonadota|Paucibacter_A|Paucibacter_A_sp002255955|GCA_002255955.1_1258	PF06850.18	PHB_depo_C	5.9e-01
GCA_002255955.1|Pseudomonadota|Paucibacter_A|Paucibacter_A_sp002255955|GCA_002255955.1_1258	PF06850.18	PHB_depo_C	1.6e-04
GCA_002255955.1|Pseudomonadota|Paucibacter_A|Paucibacter_A_sp002255955|GCA_002255955.1_1258	PF06850.18	PHB_depo_C	3.8e-05
GCA_002256005.1|Pseudomonadota|Sandarakinorhabdus|Sandarakinorhabdus_sp002256005|GCA_002256005.1_2928	PF06850.18	PHB_depo_C	5.1e-10
GCA_002256115.1|Pseudomonadota|Allorhodoferax|Allorhodoferax_sp002256115|GCA_002256115.1_4066	PF06850.18	PHB_depo_C	6.5e-14
GCA_002279705.1|Pseudomonadota|Allobosea|Allobosea_sp002279705|GCA_002279705.1_2133	PF06850.18	PHB_depo_C	4.0e-05
GCA_002279705.1|Pseudomonadota|Allobosea|Allobosea_sp002279705|GCA_002279705.1_2133	PF06850.18	PHB_depo_C	2.5e+01
GCA_002281415.1|Pseudomonadota|PBB1|PBB1_sp002281415|GCA_002281415.1_1710	PF06850.18	PHB_depo_C	1.9e-16
GCA_002297645.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp002297645|GCA_002297645.1_3091	PF06850.18	PHB_depo_C	4.0e-08
GCA_002297645.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp002297645|GCA_002297645.1_3091	PF06850.18	PHB_depo_C	2.1e-04
GCA_002307375.1|Pseudomonadota|Luteimonas|Luteimonas_sp002307375|GCA_002307375.1_2274	PF06850.18	PHB_depo_C	8.9e-06
GCA_002307375.1|Pseudomonadota|Luteimonas|Luteimonas_sp002307375|GCA_002307375.1_2274	PF06850.18	PHB_depo_C	6.4e-06
GCA_002329155.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_sp002329155|GCA_002329155.1_4624	PF06850.18	PHB_depo_C	6.2e-10
GCA_002329155.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_sp002329155|GCA_002329155.1_4624	PF06850.18	PHB_depo_C	2.3e-08
GCA_002331385.1|Pseudomonadota|Diaphorobacter_A|Diaphorobacter_A_sp002331385|GCA_002331385.1_3515	PF06850.18	PHB_depo_C	7.8e-03
GCA_002331385.1|Pseudomonadota|Diaphorobacter_A|Diaphorobacter_A_sp002331385|GCA_002331385.1_3515	PF06850.18	PHB_depo_C	2.3e-08
GCA_002337525.1|Pseudomonadota|UBA1908|UBA1908_sp002337525|GCA_002337525.1_1478	PF06850.18	PHB_depo_C	1.5e-04
GCA_002337525.1|Pseudomonadota|UBA1908|UBA1908_sp002337525|GCA_002337525.1_1478	PF06850.18	PHB_depo_C	5.7e-10
GCA_002340325.1|Pseudomonadota|Glaciecola|Glaciecola_sp002340325|GCA_002340325.1_1212	PF06850.18	PHB_depo_C	2.1e-24
GCA_002340515.1|Pseudomonadota|Aliiroseovarius|Aliiroseovarius_sp002340515|GCA_002340515.1_2516	PF06850.18	PHB_depo_C	3.4e-09
GCA_002342165.1|Pseudomonadota|Hylemonella|Hylemonella_sp002342165|GCA_002342165.1_2652	PF06850.18	PHB_depo_C	1.1e-17
GCA_002342295.1|Pseudomonadota|Hahnella|Hahnella_sp002342295|GCA_002342295.1_665	PF06850.18	PHB_depo_C	2.3e-06
GCA_002343265.1|Pseudomonadota|UBA2400|UBA2400_sp002343265|GCA_002343265.1_2175	PF06850.18	PHB_depo_C	1.8e-07
GCA_002344885.1|Pseudomonadota|UBA2334|UBA2334_sp002344885|GCA_002344885.1_5006	PF06850.18	PHB_depo_C	9.4e-24
GCA_002363385.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_maltophilia_AN|GCA_002363385.1_5479	PF06850.18	PHB_depo_C	4.8e-08
GCA_002363385.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_maltophilia_AN|GCA_002363385.1_5479	PF06850.18	PHB_depo_C	2.6e-01
GCA_002364755.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_maltophilia_AX|GCA_002364755.1_4312	PF06850.18	PHB_depo_C	6.1e-09
GCA_002384815.1|Pseudomonadota|Oxalicibacterium|Oxalicibacterium_sp002384815|GCA_002384815.1_4316	PF06850.18	PHB_depo_C	1.7e-20
GCA_002386465.1|Pseudomonadota|UBA4615|UBA4615_sp002386465|GCA_002386465.1_1294	PF06850.18	PHB_depo_C	4.3e-08
GCA_002422795.1|Pseudomonadota|UBA6187|UBA6187_sp002422795|GCA_002422795.1_265	PF06850.18	PHB_depo_C	3.6e-18
GCA_002423205.1|Pseudomonadota|UBA6145|UBA6145_sp002423205|GCA_002423205.1_749	PF06850.18	PHB_depo_C	5.5e-07
GCA_002427815.1|Pseudomonadota|Ramlibacter|Ramlibacter_tataouinensis_A|GCA_002427815.1_458	PF06850.18	PHB_depo_C	2.2e-07
GCA_002434305.1|Pseudomonadota|Melaminivora|Melaminivora_sp002434305|GCA_002434305.1_1688	PF06850.18	PHB_depo_C	5.4e+01
GCA_002434305.1|Pseudomonadota|Melaminivora|Melaminivora_sp002434305|GCA_002434305.1_1688	PF06850.18	PHB_depo_C	3.4e-03
GCA_002434305.1|Pseudomonadota|Melaminivora|Melaminivora_sp002434305|GCA_002434305.1_1688	PF06850.18	PHB_depo_C	1.8e-09
GCA_002435595.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_maltophilia_AC|GCA_002435595.1_3407	PF06850.18	PHB_depo_C	9.8e-04
GCA_002435595.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_maltophilia_AC|GCA_002435595.1_3407	PF06850.18	PHB_depo_C	1.1e-09
GCA_002435595.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_maltophilia_AC|GCA_002435595.1_3407	PF06850.18	PHB_depo_C	2.6e-08
GCA_002454975.1|Pseudomonadota|Hylemonella|Hylemonella_sp002454975|GCA_002454975.1_2273	PF06850.18	PHB_depo_C	8.3e-18
GCA_002471015.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_sp002471015|GCA_002471015.1_6812	PF06850.18	PHB_depo_C	8.2e-10
GCA_002471015.1|Pseudomonadota|Stenotrophomonas|Stenotrophomonas_sp002471015|GCA_002471015.1_6812	PF06850.18	PHB_depo_C	6.3e-03
GCA_002480495.1|Pseudomonadota|Parvibaculum|Parvibaculum_sp002480495|GCA_002480495.1_3664	PF06850.18	PHB_depo_C	2.7e-18
GCA_002480495.1|Pseudomonadota|Parvibaculum|Parvibaculum_sp002480495|GCA_002480495.1_3664	PF06850.18	PHB_depo_C	4.2e-07
GCA_002482765.1|Pseudomonadota|Ferrovibrio|Ferrovibrio_sp002482765|GCA_002482765.1_4957	PF06850.18	PHB_depo_C	2.4e-16
GCA_002632325.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp002632325|GCA_002632325.1_3906	PF06850.18	PHB_depo_C	1.0e-03
GCA_002632325.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp002632325|GCA_002632325.1_3906	PF06850.18	PHB_depo_C	5.5e-08
GCA_002632325.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp002632325|GCA_002632325.1_3906	PF06850.18	PHB_depo_C	1.9e-07
GCA_002633085.1|Pseudomonadota|Hylemonella|Hylemonella_sp002633085|GCA_002633085.1_738	PF06850.18	PHB_depo_C	5.7e-14
GCA_002690045.1|Pseudomonadota|UBA2705|UBA2705_sp002690045|GCA_002690045.1_2792	PF06850.18	PHB_depo_C	9.0e-06
GCA_002690045.1|Pseudomonadota|UBA2705|UBA2705_sp002690045|GCA_002690045.1_2792	PF06850.18	PHB_depo_C	4.9e-05
GCA_002700095.1|Pseudomonadota|Jiella|Jiella_sp002700095|GCA_002700095.1_4487	PF06850.18	PHB_depo_C	3.0e-11
GCA_002701295.1|Pseudomonadota|Ponticaulis|Ponticaulis_sp002701295|GCA_002701295.1_807	PF06850.18	PHB_depo_C	8.3e-20
GCA_002707605.1|Pseudomonadota|Pseudohoeflea|Pseudohoeflea_sp002707605|GCA_002707605.1_5609	PF06850.18	PHB_depo_C	2.0e-16
GCA_002707605.1|Pseudomonadota|Pseudohoeflea|Pseudohoeflea_sp002707605|GCA_002707605.1_5609	PF06850.18	PHB_depo_C	3.3e-08
GCA_002710775.1|Pseudomonadota|UBA9664|UBA9664_sp002710775|GCA_002710775.1_112	PF06850.18	PHB_depo_C	5.5e-15
GCA_002721365.1|Pseudomonadota|GCA-2721365|GCA-2721365_sp002721365|GCA_002721365.1_3468	PF06850.18	PHB_depo_C	4.7e-08
GCA_002732675.1|Pseudomonadota|Sneathiella|Sneathiella_sp002732675|GCA_002732675.1_3029	PF06850.18	PHB_depo_C	5.9e-08
GCA_002782905.1|Pseudomonadota|GCA-002840015|GCA-002840015_sp002782905|GCA_002782905.1_3712	PF06850.18	PHB_depo_C	5.3e-06
GCA_002783385.1|Pseudomonadota|Hyphobacterium|Hyphobacterium_sp002783385|GCA_002783385.1_893	PF06850.18	PHB_depo_C	6.5e-07
GCA_002783385.1|Pseudomonadota|Hyphobacterium|Hyphobacterium_sp002783385|GCA_002783385.1_893	PF06850.18	PHB_depo_C	1.1e-05
GCA_002840845.1|Pseudomonadota|Desulfobacillus|Desulfobacillus_sp002840845|GCA_002840845.1_19	PF06850.18	PHB_depo_C	4.1e-09
GCA_002840845.1|Pseudomonadota|Desulfobacillus|Desulfobacillus_sp002840845|GCA_002840845.1_19	PF06850.18	PHB_depo_C	5.6e-07
GCA_002862095.1|Pseudomonadota|Methylocystis|Methylocystis_sp002862095|GCA_002862095.1_2144	PF06850.18	PHB_depo_C	3.2e-17
GCA_002890675.1|Pseudomonadota|Methylocapsa|Methylocapsa_lahnbergensis|GCA_002890675.1_3566	PF06850.18	PHB_depo_C	6.1e-09
GCA_002968015.1|Pseudomonadota|Telluria|Telluria_phosphatilytica|GCA_002968015.1_2131	PF06850.18	PHB_depo_C	2.9e-08
GCA_002968015.1|Pseudomonadota|Telluria|Telluria_phosphatilytica|GCA_002968015.1_2131	PF06850.18	PHB_depo_C	1.4e-02
GCA_003133265.1|Pseudomonadota|PALSA-911|PALSA-911_sp003133265|GCA_003133265.1_5797	PF06850.18	PHB_depo_C	1.9e-07
GCA_003133265.1|Pseudomonadota|PALSA-911|PALSA-911_sp003133265|GCA_003133265.1_5797	PF06850.18	PHB_depo_C	3.6e-08
GCA_003133345.1|Pseudomonadota|Pseudolabrys|Pseudolabrys_sp003133345|GCA_003133345.1_424	PF06850.18	PHB_depo_C	1.6e-20
GCA_003136595.1|Pseudomonadota|BOG-994|BOG-994_sp003136595|GCA_003136595.1_7274	PF06850.18	PHB_depo_C	2.3e-11
GCA_003136595.1|Pseudomonadota|BOG-994|BOG-994_sp003136595|GCA_003136595.1_7274	PF06850.18	PHB_depo_C	5.1e-07
GCA_003142815.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp003142815|GCA_003142815.1_1521	PF06850.18	PHB_depo_C	3.3e+02
GCA_003142815.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp003142815|GCA_003142815.1_1521	PF06850.18	PHB_depo_C	7.4e-06
GCA_003142815.1|Pseudomonadota|Dokdonella_A|Dokdonella_A_sp003142815|GCA_003142815.1_1521	PF06850.18	PHB_depo_C	1.8e-09
GCA_003152055.1|Pseudomonadota|Schlegelella_A|Schlegelella_A_sp003152055|GCA_003152055.1_5582	PF06850.18	PHB_depo_C	4.4e-10
GCA_003152055.1|Pseudomonadota|Schlegelella_A|Schlegelella_A_sp003152055|GCA_003152055.1_5582	PF06850.18	PHB_depo_C	9.3e-09
GCA_003152195.1|Acidobacteriota|PALSA-350|PALSA-350_sp003152195|GCA_003152195.1_6812	PF10503.15	Esterase_PHB	6.9e-08
GCA_003152455.1|Pseudomonadota|Pseudolabrys|Pseudolabrys_sp003152455|GCA_003152455.1_2111	PF06850.18	PHB_depo_C	4.1e+00
GCA_003152455.1|Pseudomonadota|Pseudolabrys|Pseudolabrys_sp003152455|GCA_003152455.1_2111	PF06850.18	PHB_depo_C	2.0e-06
